PassengerId,Survived,Pclass,Name,Age,SibSp,Parch,Ticket,Fare,Cabin,Age_filled,Age_by_class,Has_Cabin,Title,FamilySize,IsAlone,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_U
154,False,3,"van Billiard, Mr. Austin Blyler",40.5,0,2,A/5. 851,14.5,,40.5,40.5,0,Mr,3,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
155,False,3,"Olsen, Mr. Ole Martin",,0,0,Fa 265302,7.3125,,28.0,24.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
156,False,1,"Williams, Mr. Charles Duane",51.0,0,1,PC 17597,61.3792,,51.0,51.0,0,Mr,2,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True
157,True,3,"Gilnagh, Miss. Katherine ""Katie""",16.0,0,0,35851,7.7333,,16.0,16.0,0,Miss,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True
158,False,3,"Corn, Mr. Harry",30.0,0,0,SOTON/OQ 392090,8.05,,30.0,30.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
159,False,3,"Smiljanic, Mr. Mile",,0,0,315037,8.6625,,28.0,24.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
160,False,3,"Sage, Master. Thomas Henry",,8,2,CA. 2343,69.55,,28.0,24.0,0,Master,11,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
161,False,3,"Cribb, Mr. John Hatfield",44.0,0,1,371362,16.1,,44.0,44.0,0,Mr,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
162,True,2,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",40.0,0,0,C.A. 33595,15.75,,40.0,40.0,0,Mrs,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
163,False,3,"Bengtsson, Mr. John Viktor",26.0,0,0,347068,7.775,,26.0,26.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
164,False,3,"Calic, Mr. Jovo",17.0,0,0,315093,8.6625,,17.0,17.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
165,False,3,"Panula, Master. Eino Viljami",1.0,4,1,3101295,39.6875,,1.0,1.0,0,Master,6,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
166,True,3,"Goldsmith, Master. Frank John William ""Frankie""",9.0,0,2,363291,20.525,,9.0,9.0,0,Master,3,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
167,True,1,"Chibnall, Mrs. (Edith Martha Bowerman)",,0,1,113505,55.0,E33,28.0,37.0,1,Mrs,2,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False
168,False,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",45.0,1,4,347088,27.9,,45.0,45.0,0,Mrs,6,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
169,False,1,"Baumann, Mr. John D",,0,0,PC 17318,25.925,,28.0,37.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
170,False,3,"Ling, Mr. Lee",28.0,0,0,1601,56.4958,,28.0,28.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
171,False,1,"Van der hoef, Mr. Wyckoff",61.0,0,0,111240,33.5,B19,61.0,61.0,1,Mr,1,1,False,True,False,False,True,False,True,False,False,False,False,False,False,False
172,False,3,"Rice, Master. Arthur",4.0,4,1,382652,29.125,,4.0,4.0,0,Master,6,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
173,True,3,"Johnson, Miss. Eleanor Ileen",1.0,1,1,347742,11.1333,,1.0,1.0,0,Miss,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
174,False,3,"Sivola, Mr. Antti Wilhelm",21.0,0,0,STON/O 2. 3101280,7.925,,21.0,21.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
175,False,1,"Smith, Mr. James Clinch",56.0,0,0,17764,30.6958,A7,56.0,56.0,1,Mr,1,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False
176,False,3,"Klasen, Mr. Klas Albin",18.0,1,1,350404,7.8542,,18.0,18.0,0,Mr,3,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
177,False,3,"Lefebre, Master. Henry Forbes",,3,1,4133,25.4667,,28.0,24.0,0,Master,5,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
178,False,1,"Isham, Miss. Ann Elizabeth",50.0,0,0,PC 17595,28.7125,C49,50.0,50.0,1,Miss,1,1,True,False,True,False,False,False,False,True,False,False,False,False,False,False
179,False,2,"Hale, Mr. Reginald",30.0,0,0,250653,13.0,,30.0,30.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
180,False,3,"Leonard, Mr. Lionel",36.0,0,0,LINE,0.0,,36.0,36.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
181,False,3,"Sage, Miss. Constance Gladys",,8,2,CA. 2343,69.55,,28.0,24.0,0,Miss,11,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
182,False,2,"Pernot, Mr. Rene",,0,0,SC/PARIS 2131,15.05,,28.0,29.0,0,Mr,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
183,False,3,"Asplund, Master. Clarence Gustaf Hugo",9.0,4,2,347077,31.3875,,9.0,9.0,0,Master,7,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
184,True,2,"Becker, Master. Richard F",1.0,2,1,230136,39.0,F4,1.0,1.0,1,Master,4,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False
185,True,3,"Kink-Heilmann, Miss. Luise Gretchen",4.0,0,2,315153,22.025,,4.0,4.0,0,Miss,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
186,False,1,"Rood, Mr. Hugh Roscoe",,0,0,113767,50.0,A32,28.0,37.0,1,Mr,1,1,False,True,False,False,True,True,False,False,False,False,False,False,False,False
187,True,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",,1,0,370365,15.5,,28.0,24.0,0,Mrs,2,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True
188,True,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",45.0,0,0,111428,26.55,,45.0,45.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
189,False,3,"Bourke, Mr. John",40.0,1,1,364849,15.5,,40.0,40.0,0,Mr,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
190,False,3,"Turcin, Mr. Stjepan",36.0,0,0,349247,7.8958,,36.0,36.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
191,True,2,"Pinsky, Mrs. (Rosa)",32.0,0,0,234604,13.0,,32.0,32.0,0,Mrs,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
192,False,2,"Carbines, Mr. William",19.0,0,0,28424,13.0,,19.0,19.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
193,True,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",19.0,1,0,350046,7.8542,,19.0,19.0,0,Miss,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
194,True,2,"Navratil, Master. Michel M",3.0,1,1,230080,26.0,F2,3.0,3.0,1,Master,3,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False
195,True,1,"Brown, Mrs. James Joseph (Margaret Tobin)",44.0,0,0,PC 17610,27.7208,B4,44.0,44.0,1,Mrs,1,1,True,False,True,False,False,False,True,False,False,False,False,False,False,False
196,True,1,"Lurette, Miss. Elise",58.0,0,0,PC 17569,146.5208,B80,58.0,58.0,1,Miss,1,1,True,False,True,False,False,False,True,False,False,False,False,False,False,False
197,False,3,"Mernagh, Mr. Robert",,0,0,368703,7.75,,28.0,24.0,0,Mr,1,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
198,False,3,"Olsen, Mr. Karl Siegwart Andreas",42.0,0,1,4579,8.4042,,42.0,42.0,0,Mr,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
199,True,3,"Madigan, Miss. Margaret ""Maggie""",,0,0,370370,7.75,,28.0,24.0,0,Miss,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True
200,False,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",24.0,0,0,248747,13.0,,24.0,24.0,0,Miss,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
201,False,3,"Vande Walle, Mr. Nestor Cyriel",28.0,0,0,345770,9.5,,28.0,28.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
202,False,3,"Sage, Mr. Frederick",,8,2,CA. 2343,69.55,,28.0,24.0,0,Mr,11,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
203,False,3,"Johanson, Mr. Jakob Alfred",34.0,0,0,3101264,6.4958,,34.0,34.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
204,False,3,"Youseff, Mr. Gerious",45.5,0,0,2628,7.225,,45.5,45.5,0,Mr,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
205,True,3,"Cohen, Mr. Gurshon ""Gus""",18.0,0,0,A/5 3540,8.05,,18.0,18.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
206,False,3,"Strom, Miss. Telma Matilda",2.0,0,1,347054,10.4625,G6,2.0,2.0,1,Miss,2,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False
207,False,3,"Backstrom, Mr. Karl Alfred",32.0,1,0,3101278,15.85,,32.0,32.0,0,Mr,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
208,True,3,"Albimona, Mr. Nassef Cassem",26.0,0,0,2699,18.7875,,26.0,26.0,0,Mr,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
209,True,3,"Carr, Miss. Helen ""Ellen""",16.0,0,0,367231,7.75,,16.0,16.0,0,Miss,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True
210,True,1,"Blank, Mr. Henry",40.0,0,0,112277,31.0,A31,40.0,40.0,1,Mr,1,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False
211,False,3,"Ali, Mr. Ahmed",24.0,0,0,SOTON/O.Q. 3101311,7.05,,24.0,24.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
212,True,2,"Cameron, Miss. Clear Annie",35.0,0,0,F.C.C. 13528,21.0,,35.0,35.0,0,Miss,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
213,False,3,"Perkin, Mr. John Henry",22.0,0,0,A/5 21174,7.25,,22.0,22.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
214,False,2,"Givard, Mr. Hans Kristensen",30.0,0,0,250646,13.0,,30.0,30.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
215,False,3,"Kiernan, Mr. Philip",,1,0,367229,7.75,,28.0,24.0,0,Mr,2,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
216,True,1,"Newell, Miss. Madeleine",31.0,1,0,35273,113.275,D36,31.0,31.0,1,Miss,2,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False
217,True,3,"Honkanen, Miss. Eliina",27.0,0,0,STON/O2. 3101283,7.925,,27.0,27.0,0,Miss,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
218,False,2,"Jacobsohn, Mr. Sidney Samuel",42.0,1,0,243847,27.0,,42.0,42.0,0,Mr,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
219,True,1,"Bazzani, Miss. Albina",32.0,0,0,11813,76.2917,D15,32.0,32.0,1,Miss,1,1,True,False,True,False,False,False,False,False,True,False,False,False,False,False
220,False,2,"Harris, Mr. Walter",30.0,0,0,W/C 14208,10.5,,30.0,30.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
221,True,3,"Sunderland, Mr. Victor Francis",16.0,0,0,SOTON/OQ 392089,8.05,,16.0,16.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
222,False,2,"Bracken, Mr. James H",27.0,0,0,220367,13.0,,27.0,27.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
223,False,3,"Green, Mr. George Henry",51.0,0,0,21440,8.05,,51.0,51.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
224,False,3,"Nenkoff, Mr. Christo",,0,0,349234,7.8958,,28.0,24.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
225,True,1,"Hoyt, Mr. Frederick Maxfield",38.0,1,0,19943,90.0,C93,38.0,38.0,1,Mr,2,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
226,False,3,"Berglund, Mr. Karl Ivar Sven",22.0,0,0,PP 4348,9.35,,22.0,22.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
227,True,2,"Mellors, Mr. William John",19.0,0,0,SW/PP 751,10.5,,19.0,19.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
228,False,3,"Lovell, Mr. John Hall (""Henry"")",20.5,0,0,A/5 21173,7.25,,20.5,20.5,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
229,False,2,"Fahlstrom, Mr. Arne Jonas",18.0,0,0,236171,13.0,,18.0,18.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
230,False,3,"Lefebre, Miss. Mathilde",,3,1,4133,25.4667,,28.0,24.0,0,Miss,5,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
231,True,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",35.0,1,0,36973,83.475,C83,35.0,35.0,1,Mrs,2,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False
232,False,3,"Larsson, Mr. Bengt Edvin",29.0,0,0,347067,7.775,,29.0,29.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
233,False,2,"Sjostedt, Mr. Ernst Adolf",59.0,0,0,237442,13.5,,59.0,59.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
234,True,3,"Asplund, Miss. Lillian Gertrud",5.0,4,2,347077,31.3875,,5.0,5.0,0,Miss,7,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
235,False,2,"Leyson, Mr. Robert William Norman",24.0,0,0,C.A. 29566,10.5,,24.0,24.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
236,False,3,"Harknett, Miss. Alice Phoebe",,0,0,W./C. 6609,7.55,,28.0,24.0,0,Miss,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
237,False,2,"Hold, Mr. Stephen",44.0,1,0,26707,26.0,,44.0,44.0,0,Mr,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
238,True,2,"Collyer, Miss. Marjorie ""Lottie""",8.0,0,2,C.A. 31921,26.25,,8.0,8.0,0,Miss,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
239,False,2,"Pengelly, Mr. Frederick William",19.0,0,0,28665,10.5,,19.0,19.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
240,False,2,"Hunt, Mr. George Henry",33.0,0,0,SCO/W 1585,12.275,,33.0,33.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
241,False,3,"Zabour, Miss. Thamine",,1,0,2665,14.4542,,28.0,24.0,0,Miss,2,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True
242,True,3,"Murphy, Miss. Katherine ""Kate""",,1,0,367230,15.5,,28.0,24.0,0,Miss,2,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True
243,False,2,"Coleridge, Mr. Reginald Charles",29.0,0,0,W./C. 14263,10.5,,29.0,29.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
244,False,3,"Maenpaa, Mr. Matti Alexanteri",22.0,0,0,STON/O 2. 3101275,7.125,,22.0,22.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
245,False,3,"Attalah, Mr. Sleiman",30.0,0,0,2694,7.225,,30.0,30.0,0,Mr,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
246,False,1,"Minahan, Dr. William Edward",44.0,2,0,19928,90.0,C78,44.0,44.0,1,Dr,3,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False
247,False,3,"Lindahl, Miss. Agda Thorilda Viktoria",25.0,0,0,347071,7.775,,25.0,25.0,0,Miss,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
248,True,2,"Hamalainen, Mrs. William (Anna)",24.0,0,2,250649,14.5,,24.0,24.0,0,Mrs,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
249,True,1,"Beckwith, Mr. Richard Leonard",37.0,1,1,11751,52.5542,D35,37.0,37.0,1,Mr,3,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False
250,False,2,"Carter, Rev. Ernest Courtenay",54.0,1,0,244252,26.0,,54.0,54.0,0,Rev,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
251,False,3,"Reed, Mr. James George",,0,0,362316,7.25,,28.0,24.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
252,False,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",29.0,1,1,347054,10.4625,G6,29.0,29.0,1,Mrs,3,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False
253,False,1,"Stead, Mr. William Thomas",62.0,0,0,113514,26.55,C87,62.0,62.0,1,Mr,1,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False
254,False,3,"Lobb, Mr. William Arthur",30.0,1,0,A/5. 3336,16.1,,30.0,30.0,0,Mr,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
255,False,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",41.0,0,2,370129,20.2125,,41.0,41.0,0,Mrs,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
256,True,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",29.0,0,2,2650,15.2458,,29.0,29.0,0,Mrs,3,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True
257,True,1,"Thorne, Mrs. Gertrude Maybelle",,0,0,PC 17585,79.2,,28.0,37.0,0,Mrs,1,1,True,False,True,False,False,False,False,False,False,False,False,False,False,True
258,True,1,"Cherry, Miss. Gladys",30.0,0,0,110152,86.5,B77,30.0,30.0,1,Miss,1,1,True,False,False,False,True,False,True,False,False,False,False,False,False,False
259,True,1,"Ward, Miss. Anna",35.0,0,0,PC 17755,512.3292,,35.0,35.0,0,Miss,1,1,True,False,True,False,False,False,False,False,False,False,False,False,False,True
260,True,2,"Parrish, Mrs. (Lutie Davis)",50.0,0,1,230433,26.0,,50.0,50.0,0,Mrs,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
261,False,3,"Smith, Mr. Thomas",,0,0,384461,7.75,,28.0,24.0,0,Mr,1,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
262,True,3,"Asplund, Master. Edvin Rojj Felix",3.0,4,2,347077,31.3875,,3.0,3.0,0,Master,7,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
263,False,1,"Taussig, Mr. Emil",52.0,1,1,110413,79.65,E67,52.0,52.0,1,Mr,3,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False
264,False,1,"Harrison, Mr. William",40.0,0,0,112059,0.0,B94,40.0,40.0,1,Mr,1,1,False,True,False,False,True,False,True,False,False,False,False,False,False,False
265,False,3,"Henry, Miss. Delia",,0,0,382649,7.75,,28.0,24.0,0,Miss,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True
266,False,2,"Reeves, Mr. David",36.0,0,0,C.A. 17248,10.5,,36.0,36.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
267,False,3,"Panula, Mr. Ernesti Arvid",16.0,4,1,3101295,39.6875,,16.0,16.0,0,Mr,6,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
268,True,3,"Persson, Mr. Ernst Ulrik",25.0,1,0,347083,7.775,,25.0,25.0,0,Mr,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
269,True,1,"Graham, Mrs. William Thompson (Edith Junkins)",58.0,0,1,PC 17582,153.4625,C125,58.0,58.0,1,Mrs,2,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False
270,True,1,"Bissette, Miss. Amelia",35.0,0,0,PC 17760,135.6333,C99,35.0,35.0,1,Miss,1,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False
271,False,1,"Cairns, Mr. Alexander",,0,0,113798,31.0,,28.0,37.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
272,True,3,"Tornquist, Mr. William Henry",25.0,0,0,LINE,0.0,,25.0,25.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
273,True,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",41.0,0,1,250644,19.5,,41.0,41.0,0,Mrs,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
274,False,1,"Natsch, Mr. Charles H",37.0,0,1,PC 17596,29.7,C118,37.0,37.0,1,Mr,2,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False
275,True,3,"Healy, Miss. Hanora ""Nora""",,0,0,370375,7.75,,28.0,24.0,0,Miss,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True
276,True,1,"Andrews, Miss. Kornelia Theodosia",63.0,1,0,13502,77.9583,D7,63.0,63.0,1,Miss,2,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False
277,False,3,"Lindblom, Miss. Augusta Charlotta",45.0,0,0,347073,7.75,,45.0,45.0,0,Miss,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
278,False,2,"Parkes, Mr. Francis ""Frank""",,0,0,239853,0.0,,28.0,29.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
279,False,3,"Rice, Master. Eric",7.0,4,1,382652,29.125,,7.0,7.0,0,Master,6,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
280,True,3,"Abbott, Mrs. Stanton (Rosa Hunt)",35.0,1,1,C.A. 2673,20.25,,35.0,35.0,0,Mrs,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
281,False,3,"Duane, Mr. Frank",65.0,0,0,336439,7.75,,65.0,65.0,0,Mr,1,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
282,False,3,"Olsson, Mr. Nils Johan Goransson",28.0,0,0,347464,7.8542,,28.0,28.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
283,False,3,"de Pelsmaeker, Mr. Alfons",16.0,0,0,345778,9.5,,16.0,16.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
284,True,3,"Dorking, Mr. Edward Arthur",19.0,0,0,A/5. 10482,8.05,,19.0,19.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
285,False,1,"Smith, Mr. Richard William",,0,0,113056,26.0,A19,28.0,37.0,1,Mr,1,1,False,True,False,False,True,True,False,False,False,False,False,False,False,False
286,False,3,"Stankovic, Mr. Ivan",33.0,0,0,349239,8.6625,,33.0,33.0,0,Mr,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
287,True,3,"de Mulder, Mr. Theodore",30.0,0,0,345774,9.5,,30.0,30.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
288,False,3,"Naidenoff, Mr. Penko",22.0,0,0,349206,7.8958,,22.0,22.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
289,True,2,"Hosono, Mr. Masabumi",42.0,0,0,237798,13.0,,42.0,42.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
290,True,3,"Connolly, Miss. Kate",22.0,0,0,370373,7.75,,22.0,22.0,0,Miss,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True
291,True,1,"Barber, Miss. Ellen ""Nellie""",26.0,0,0,19877,78.85,,26.0,26.0,0,Miss,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
292,True,1,"Bishop, Mrs. Dickinson H (Helen Walton)",19.0,1,0,11967,91.0792,B49,19.0,19.0,1,Mrs,2,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False
293,False,2,"Levy, Mr. Rene Jacques",36.0,0,0,SC/Paris 2163,12.875,D,36.0,36.0,1,Mr,1,1,False,True,True,False,False,False,False,False,True,False,False,False,False,False
294,False,3,"Haas, Miss. Aloisia",24.0,0,0,349236,8.85,,24.0,24.0,0,Miss,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
295,False,3,"Mineff, Mr. Ivan",24.0,0,0,349233,7.8958,,24.0,24.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
296,False,1,"Lewy, Mr. Ervin G",,0,0,PC 17612,27.7208,,28.0,37.0,0,Mr,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
297,False,3,"Hanna, Mr. Mansour",23.5,0,0,2693,7.2292,,23.5,23.5,0,Mr,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
298,False,1,"Allison, Miss. Helen Loraine",2.0,1,2,113781,151.55,C22 C26,2.0,2.0,1,Miss,4,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False
299,True,1,"Saalfeld, Mr. Adolphe",,0,0,19988,30.5,C106,28.0,37.0,1,Mr,1,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False
300,True,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",50.0,0,1,PC 17558,247.5208,B58 B60,50.0,50.0,1,Mrs,2,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False
301,True,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",,0,0,9234,7.75,,28.0,24.0,0,Miss,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True
302,True,3,"McCoy, Mr. Bernard",,2,0,367226,23.25,,28.0,24.0,0,Mr,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
303,False,3,"Johnson, Mr. William Cahoone Jr",19.0,0,0,LINE,0.0,,19.0,19.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
304,True,2,"Keane, Miss. Nora A",,0,0,226593,12.35,E101,28.0,29.0,1,Miss,1,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False
305,False,3,"Williams, Mr. Howard Hugh ""Harry""",,0,0,A/5 2466,8.05,,28.0,24.0,0,Mr,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
306,True,1,"Allison, Master. Hudson Trevor",0.92,1,2,113781,151.55,C22 C26,0.92,0.92,1,Master,4,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
307,True,1,"Fleming, Miss. Margaret",,0,0,17421,110.8833,,28.0,37.0,0,Miss,1,1,True,False,True,False,False,False,False,False,False,False,False,False,False,True
308,True,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",17.0,1,0,PC 17758,108.9,C65,17.0,17.0,1,Mrs,2,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False
309,False,2,"Abelson, Mr. Samuel",30.0,1,0,P/PP 3381,24.0,,30.0,30.0,0,Mr,2,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True
